17 1546856735 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856736 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856737 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856738 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856739 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856745 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856746 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856747 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856748 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856749 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856750 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856751 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856752 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856753 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856754 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856755 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856756 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856757 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856758 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856759 2289052.000000 -1.000000 -101.000000 0.000000 0.000000
17 1546856760 56196.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856761 56196.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856762 56196.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856763 56196.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856764 56196.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856765 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856766 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856767 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856768 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856769 37173.600000 -1.000000 -101.000000 0.000000 0.000000
17 1546856770 2345248.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856771 2345248.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856772 2345248.800000 -1.000000 -101.000000 0.000000 0.000000
17 1546856773 2345248.800000 -1.000000 -101.000000 0.000000 0.000000
